,score_title,likelihood_title,score_text,likelihood_text
230,-0.4019,neg,-0.9361,neg
231,-0.8225,neg,0.6013,pos
232,-0.4404,neg,0.9803,pos
233,0.4574,pos,-0.6321,neg
234,0.3182,pos,0.9539,pos
235,0.0,neg,0.4019,pos
236,0.2746,pos,-0.9203,neg
237,0.4753,pos,0.9721,pos
238,0.5719,pos,0.8984,pos
239,0.2732,pos,-0.3582,neg
240,-0.5994,neg,0.0,neg
241,-0.296,neg,-0.8914,neg
242,-0.4588,neg,0.4476,pos
243,-0.128,neg,-0.9689,neg
244,0.0,neg,-0.9234,neg
245,0.0,neg,-0.6793,neg
246,-0.5574,neg,-0.9644,neg
247,-0.5859,neg,-0.9408,neg
248,-0.5106,neg,-0.886,neg
249,-0.2263,neg,0.9344,pos
250,-0.4215,neg,0.5922,pos
251,-0.4767,neg,0.9963,pos
252,0.4023,pos,-0.997,neg
253,0.3818,pos,0.9951,pos
254,0.0,neg,-0.9841,neg
255,0.5574,pos,0.9977,pos
256,0.0,neg,0.7964,pos
257,0.0,neg,-0.9973,neg
258,0.5574,pos,0.212,pos
259,0.0,neg,0.9843,pos
260,0.0,neg,0.979,pos
261,-0.0258,neg,0.998,pos
262,0.0,neg,-0.9305,neg
263,-0.25,neg,-0.8898,neg
264,-0.1027,neg,0.9918,pos
265,0.0,neg,0.7717,pos
266,0.0,neg,-0.6527,neg
267,0.4391,pos,0.99,pos
268,0.0,neg,-0.9671,neg
270,0.7184,pos,0.9934,pos
271,-0.4939,neg,0.8683,pos
272,-0.4404,neg,-0.14,neg
273,-0.8481,neg,-0.8559,neg
274,-0.4215,neg,0.9668,pos
275,0.4173,pos,0.9917,pos
276,0.0,neg,0.9997,pos
277,0.0,neg,-0.9955,neg
278,0.0,neg,0.959,pos
279,0.3818,pos,0.6124,pos
280,-0.4767,neg,-0.7022,neg
281,-0.2268,neg,0.7802,pos
282,-0.5423,neg,0.9442,pos
283,-0.4767,neg,-0.9972,neg
284,0.5719,pos,0.9977,pos
285,-0.5994,neg,0.2732,pos
286,-0.7717,neg,-0.9982,neg
287,0.0,neg,0.994,pos
288,-0.8555,neg,-0.9943,neg
289,-0.3506,neg,0.0,neg
290,0.0,neg,0.9183,pos
291,0.5719,pos,-0.9804,neg
292,-0.5574,neg,-0.9231,neg
293,-0.2263,neg,-0.9944,neg
294,0.0,neg,0.9912,pos
295,-0.2732,neg,0.3269,pos
296,-0.5719,neg,0.9983,pos
297,0.0,neg,0.0,neg
298,-0.296,neg,-0.3182,neg
299,0.34,pos,-0.9502,neg
300,0.0,neg,0.0,neg
301,-0.7003,neg,-0.1073,neg
302,0.0772,pos,0.035,pos
303,0.0516,pos,0.9697,pos
304,0.4137,pos,-0.8594,neg
305,0.4404,pos,0.936,pos
306,-0.5106,neg,-0.9446,neg
307,0.0,neg,0.7184,pos
308,0.0,neg,-0.1655,neg
309,-0.5423,neg,-0.1007,neg
310,-0.4588,neg,-0.9757,neg
311,0.0,neg,-0.997,neg
312,-0.1027,neg,-0.34,neg
313,0.0,neg,0.9325,pos
314,-0.5974,neg,0.9655,pos
315,0.0,neg,-0.9997,neg
316,0.7351,pos,0.4861,pos
317,0.0,neg,-0.654,neg
319,-0.9169,neg,0.0,neg
320,-0.5574,neg,0.8366,pos
321,-0.1027,neg,0.9994,pos
322,0.2732,pos,0.5423,pos
323,-0.4767,neg,-0.9832,neg
324,-0.4767,neg,-0.9981,neg
325,0.0,neg,0.9371,pos
326,0.0,neg,0.1982,pos
327,-0.5106,neg,-0.6249,neg
328,-0.25,neg,-0.9947,neg
329,0.0,neg,0.9919,pos
330,-0.3818,neg,0.0772,pos
331,-0.5574,neg,0.9278,pos
332,0.0,neg,-0.81,neg
333,-0.1779,neg,-0.9371,neg
334,-0.1779,neg,0.9287,pos
335,0.3164,pos,-0.4199,neg
336,0.34,pos,0.9957,pos
337,-0.6808,neg,-0.9921,neg
338,-0.6597,neg,0.7184,pos
339,0.0,neg,-0.9965,neg
340,0.0,neg,0.996,pos
341,0.6239,pos,-0.8689,neg
342,0.0,neg,-0.8752,neg
343,0.0,neg,0.5531,pos
344,-0.6486,neg,-0.9991,neg
345,0.0,neg,-0.9193,neg
346,-0.5859,neg,0.9619,pos
347,-0.6486,neg,-0.9916,neg
348,0.0,neg,0.8229,pos
349,-0.296,neg,-0.6369,neg
350,-0.5719,neg,0.7627,pos
351,-0.7579,neg,-0.9841,neg
352,0.7351,pos,0.8922,pos
353,-0.2924,neg,0.836,pos
354,-0.6249,neg,-0.6249,neg
355,0.5106,pos,-0.4215,neg
356,0.1531,pos,0.8877,pos
357,0.0,neg,0.0,neg
359,-0.5994,neg,0.9564,pos
360,-0.7269,neg,-0.9926,neg
361,0.8402,pos,-0.9142,neg
362,0.0,neg,0.9685,pos
363,0.0,neg,0.9142,pos
364,-0.6908,neg,-0.9934,neg
365,0.0,neg,0.9398,pos
366,-0.6249,neg,-0.9932,neg
367,-0.3182,neg,0.998,pos
368,-0.7184,neg,-0.9951,neg
369,0.0,neg,0.9704,pos
370,0.0,neg,0.6552,pos
371,0.0,neg,-0.9986,neg
372,-0.7003,neg,-0.9925,neg
373,0.3612,pos,-0.9844,neg
374,0.128,pos,0.5719,pos
375,0.1027,pos,-0.97,neg
376,0.0,neg,0.9718,pos
377,-0.0772,neg,0.9937,pos
378,0.0,neg,0.2732,pos
379,0.4939,pos,-0.991,neg
380,0.0,neg,-0.9978,neg
381,0.3612,pos,0.9457,pos
382,-0.8977,neg,-0.987,neg
383,0.0,neg,-0.3182,neg
384,0.296,pos,0.9994,pos
385,0.5574,pos,0.9747,pos
386,0.0,neg,0.9941,pos
387,-0.6705,neg,-0.9933,neg
388,-0.4767,neg,0.7096,pos
389,-0.8519,neg,-0.9988,neg
390,-0.6808,neg,-0.946,neg
391,-0.7003,neg,0.3145,pos
392,0.2023,pos,-0.9746,neg
393,-0.6486,neg,0.9954,pos
394,0.0,neg,0.0,neg
395,0.2732,pos,0.7717,pos
396,-0.3612,neg,-0.2732,neg
397,0.0,neg,-0.381,neg
398,-0.1531,neg,0.7479,pos
399,0.705,pos,0.6425,pos
400,0.0258,pos,-0.6486,neg
401,0.3818,pos,-0.896,neg
402,0.296,pos,0.9135,pos
403,0.296,pos,-0.9246,neg
404,-0.3612,neg,-0.7659,neg
405,0.1027,pos,0.9849,pos
406,0.0,neg,0.8832,pos
407,-0.5848,neg,-0.5848,neg
408,0.0,neg,-0.2975,neg
409,0.1027,pos,-0.802,neg
410,-0.6597,neg,-0.9945,neg
411,0.0,neg,0.925,pos
412,0.5859,pos,0.9934,pos
413,-0.4019,neg,-0.9978,neg
414,0.0,neg,0.0,neg
415,0.5994,pos,0.9194,pos
416,0.0,neg,-0.9996,neg
417,0.0,neg,-0.9545,neg
418,-0.0258,neg,0.9987,pos
419,-0.2023,neg,0.9928,pos
420,-0.4019,neg,-0.9869,neg
421,-0.7964,neg,-0.9894,neg
422,-0.4019,neg,-0.9139,neg
423,-0.119,neg,0.781,pos
424,-0.4767,neg,-0.9578,neg
425,0.0,neg,-0.4421,neg
426,0.0,neg,0.9994,pos
427,0.25,pos,0.9652,pos
428,-0.765,neg,0.989,pos
429,0.4329,pos,0.936,pos
430,0.4215,pos,0.7733,pos
431,-0.3818,neg,0.9973,pos
432,-0.4019,neg,0.8125,pos
433,-0.4588,neg,-0.9956,neg
434,-0.5106,neg,-0.9392,neg
435,-0.7906,neg,-0.9883,neg
436,-0.4939,neg,-0.9904,neg
437,-0.3182,neg,-0.981,neg
438,0.4019,pos,0.9942,pos
439,0.0,neg,0.1989,pos
440,-0.4215,neg,0.9951,pos
441,0.0516,pos,0.646,pos
442,-0.34,neg,-0.9978,neg
443,-0.3182,neg,-0.9701,neg
444,-0.6597,neg,-0.9808,neg
445,-0.6133,neg,-0.8781,neg
446,0.6369,pos,-0.4735,neg
447,-0.6597,neg,-0.9062,neg
448,0.3818,pos,0.8661,pos
449,-0.9042,neg,-0.9981,neg
450,-0.8834,neg,-0.9361,neg
451,-0.8176,neg,0.6517,pos
452,0.1027,pos,0.9878,pos
453,-0.5106,neg,-0.9416,neg
454,-0.3182,neg,-0.9877,neg
455,-0.7351,neg,-0.3818,neg
456,-0.8934,neg,-0.9521,neg
457,0.6369,pos,-0.9329,neg
458,0.2023,pos,0.8733,pos
459,-0.7351,neg,-0.9159,neg
460,0.0,neg,0.9989,pos
461,0.0,neg,-0.0772,neg
462,0.6369,pos,-0.9301,neg
463,-0.4019,neg,-0.9873,neg
464,0.6114,pos,-0.8519,neg
465,0.4199,pos,-0.9969,neg
466,0.0516,pos,-0.9507,neg
467,-0.0772,neg,0.9853,pos
468,0.0,neg,0.6292,pos
469,-0.25,neg,-0.9738,neg
470,-0.8225,neg,-0.984,neg
471,0.3818,pos,0.1027,pos
472,0.0,neg,0.7463,pos
473,0.4019,pos,0.8225,pos
474,-0.0772,neg,-0.5346,neg
475,0.4767,pos,0.4767,pos
476,0.0,neg,0.9931,pos
477,0.34,pos,0.9988,pos
478,0.3182,pos,0.9995,pos
479,-0.296,neg,-0.9263,neg
480,-0.4215,neg,-0.8112,neg
481,0.4019,pos,0.9211,pos
482,0.0,neg,0.8885,pos
483,0.0,neg,-0.9574,neg
484,-0.3182,neg,-0.9413,neg
485,0.802,pos,0.9984,pos
486,-0.2732,neg,0.0935,pos
487,0.0,neg,0.7906,pos
488,0.0,neg,-0.9788,neg
489,-0.5994,neg,-0.9952,neg
490,0.0,neg,-0.5423,neg
491,0.077,pos,0.9945,pos
492,-0.1027,neg,0.9022,pos
493,-0.5267,neg,-0.9934,neg
494,0.3382,pos,0.9673,pos
495,0.5859,pos,0.8885,pos
496,0.0,neg,0.1027,pos
497,0.0,neg,0.765,pos
498,0.0,neg,-0.8261,neg
499,-0.34,neg,-0.9442,neg
500,0.0,neg,0.9097,pos
501,-0.4215,neg,0.3246,pos
502,-0.5106,neg,-0.9843,neg
503,0.4003,pos,-0.8283,neg
504,0.0,neg,-0.7673,neg
505,0.8689,pos,0.0,neg
506,-0.4003,neg,0.9633,pos
507,0.7713,pos,0.0,neg
508,-0.4019,neg,0.9972,pos
509,0.3612,pos,0.1531,pos
510,0.0,neg,0.9955,pos
511,-0.25,neg,-0.9718,neg
512,-0.3802,neg,0.8916,pos
513,-0.2263,neg,0.9086,pos
514,0.4939,pos,0.6671,pos
515,-0.4019,neg,-0.9661,neg
516,-0.3182,neg,0.9935,pos
517,0.296,pos,0.3791,pos
518,-0.9413,neg,-0.9958,neg
519,-0.0258,neg,0.1027,pos
520,0.3327,pos,0.3083,pos
521,-0.0258,neg,-0.9924,neg
522,-0.2732,neg,-0.7582,neg
523,0.0,neg,-0.9349,neg
524,0.0,neg,0.9992,pos
525,0.0,neg,-0.9679,neg
526,-0.128,neg,-0.9975,neg
527,-0.5106,neg,-0.9875,neg
528,0.4019,pos,0.9864,pos
529,-0.8402,neg,-0.9974,neg
530,-0.25,neg,-0.6597,neg
531,0.0,neg,0.5859,pos
532,0.0258,pos,-0.8315,neg
533,-0.7717,neg,-0.9808,neg
534,-0.5499,neg,-0.7912,neg
535,-0.802,neg,-0.9661,neg
536,0.3182,pos,0.9794,pos
537,-0.3612,neg,-0.9891,neg
538,0.0,neg,0.9897,pos
539,0.3612,pos,0.9556,pos
540,0.4404,pos,0.9847,pos
541,-0.6458,neg,-0.8994,neg
542,-0.5574,neg,-0.9781,neg
543,-0.2144,neg,0.4292,pos
544,0.0,neg,0.9523,pos
545,0.3612,pos,-0.6597,neg
546,-0.25,neg,-0.9843,neg
547,-0.6705,neg,-0.9993,neg
548,0.6588,pos,0.0,neg
549,-0.34,neg,-0.9773,neg
550,0.0,neg,-0.5639,neg
551,0.6124,pos,-0.9989,neg
552,0.0,neg,0.9136,pos
553,0.0,neg,0.9628,pos
554,0.0,neg,0.7963,pos
555,-0.7096,neg,-0.8684,neg
556,-0.1531,neg,-0.9918,neg
557,0.25,pos,-0.8196,neg
558,0.0,neg,-0.128,neg
559,0.0,neg,-0.1027,neg
560,0.0258,pos,-0.969,neg
561,-0.4926,neg,0.6892,pos
562,-0.5574,neg,0.4065,pos
563,-0.6808,neg,0.9946,pos
564,-0.7876,neg,-0.3937,neg
565,0.0,neg,0.9657,pos
566,-0.9186,neg,-0.9975,neg
567,-0.7351,neg,-0.9931,neg
568,0.1779,pos,0.9692,pos
569,-0.8481,neg,-0.9501,neg
570,0.0,neg,0.9586,pos
571,0.0,neg,-0.9623,neg
572,0.0,neg,0.8304,pos
573,0.0516,pos,0.9807,pos
574,0.0,neg,0.5705,pos
575,0.4215,pos,-0.3291,neg
576,0.7777,pos,0.9938,pos
577,-0.3818,neg,-0.9841,neg
578,-0.4215,neg,0.3597,pos
579,-0.1779,neg,0.0516,pos
580,0.0,neg,0.9485,pos
581,0.0,neg,0.8316,pos
582,-0.5267,neg,0.3919,pos
583,0.0,neg,0.9022,pos
584,0.0,neg,-0.982,neg
585,-0.0516,neg,0.9052,pos
586,0.0,neg,0.9783,pos
587,0.3612,pos,0.6369,pos
588,0.3182,pos,-0.7579,neg
589,-0.34,neg,0.5844,pos
590,0.5574,pos,0.6542,pos
591,-0.25,neg,0.967,pos
592,-0.3612,neg,-0.9962,neg
593,-0.4215,neg,-0.91,neg
594,-0.3612,neg,-0.9992,neg
595,-0.7783,neg,0.7117,pos
596,0.6588,pos,0.9725,pos
597,0.0,neg,0.9989,pos
598,-0.5106,neg,-0.5591,neg
599,0.0,neg,-0.9996,neg
600,0.0,neg,-0.9951,neg
601,0.4019,pos,0.9862,pos
602,0.0,neg,0.1973,pos
603,-0.6249,neg,0.2978,pos
604,-0.2732,neg,0.9938,pos
605,-0.4404,neg,0.9294,pos
606,0.0,neg,0.2023,pos
607,0.4019,pos,0.9987,pos
608,0.4588,pos,-0.9688,neg
609,-0.8689,neg,-0.9966,neg
610,0.0,neg,-0.822,neg
611,0.0,neg,-0.2263,neg
612,-0.6249,neg,-0.9961,neg
613,0.5096,pos,-0.9439,neg
614,0.0,neg,0.9767,pos
615,-0.5423,neg,0.177,pos
616,0.0,neg,-0.9914,neg
617,0.0,neg,0.9849,pos
618,0.0,neg,-0.1511,neg
619,0.0,neg,-0.0516,neg
620,0.0,neg,0.9317,pos
621,-0.6124,neg,0.938,pos
622,0.0,neg,-0.9817,neg
623,0.34,pos,-0.6597,neg
624,-0.34,neg,-0.9638,neg
625,0.0,neg,-0.9896,neg
626,-0.0772,neg,-0.8005,neg
627,0.0,neg,0.0534,pos
628,0.0,neg,-0.9994,neg
629,-0.6597,neg,-0.9905,neg
630,-0.5848,neg,-0.9822,neg
631,0.0,neg,0.25,pos
632,0.6369,pos,0.9858,pos
633,0.0,neg,0.9931,pos
634,0.0,neg,-0.3438,neg
635,-0.2732,neg,0.9983,pos
636,0.0,neg,0.9724,pos
637,0.0,neg,-0.8834,neg
638,0.0,neg,0.9809,pos
640,0.0,neg,0.6369,pos
641,0.0,neg,0.9477,pos
642,0.0,neg,0.6597,pos
643,0.765,pos,0.9938,pos
644,0.0,neg,-0.9633,neg
645,-0.4767,neg,-0.9001,neg
646,0.3612,pos,-0.9013,neg
647,-0.4767,neg,-0.971,neg
648,0.0,neg,-0.9762,neg
649,0.0,neg,0.6473,pos
650,-0.25,neg,-0.8083,neg
651,-0.34,neg,0.9367,pos
652,-0.4939,neg,-0.6124,neg
653,-0.2263,neg,-0.9377,neg
654,-0.34,neg,-0.9934,neg
655,-0.3818,neg,0.995,pos
656,0.0,neg,-0.9995,neg
657,-0.9489,neg,-0.8962,neg
658,0.0,neg,0.9912,pos
659,0.0,neg,0.9932,pos
660,-0.5994,neg,-0.9096,neg
661,0.0772,pos,0.5941,pos
662,0.2942,pos,0.0,neg
663,-0.4404,neg,-0.2487,neg
664,0.0,neg,0.5463,pos
665,0.5267,pos,0.9613,pos
666,0.0,neg,0.0,neg
667,0.4215,pos,0.9571,pos
668,0.0,neg,0.0,neg
669,0.0,neg,0.5574,pos
670,-0.6486,neg,-0.9664,neg
671,-0.0772,neg,0.6774,pos
672,0.0,neg,0.9841,pos
673,0.7351,pos,0.679,pos
674,0.0,neg,0.7214,pos
675,0.2023,pos,0.9936,pos
676,0.0,neg,-0.8225,neg
677,0.1779,pos,0.9959,pos
678,-0.4019,neg,-0.964,neg
679,0.0,neg,0.7343,pos
680,-0.836,neg,-0.992,neg
681,-0.4215,neg,-0.4215,neg
682,-0.2263,neg,0.2617,pos
683,0.0,neg,0.6597,pos
684,0.0,neg,0.6115,pos
685,0.0,neg,-0.9946,neg
687,-0.3182,neg,-0.993,neg
688,-0.4404,neg,-0.9923,neg
689,0.0,neg,0.9984,pos
690,0.3182,pos,0.8957,pos
691,0.6249,pos,0.9114,pos
692,-0.4404,neg,0.6802,pos
693,0.0,neg,-0.7337,neg
694,-0.3818,neg,0.0,neg
695,0.4033,pos,0.9936,pos
696,0.6808,pos,0.5859,pos
697,-0.7184,neg,-0.9783,neg
698,0.0,neg,0.8847,pos
699,0.0,neg,-0.9861,neg
700,-0.2732,neg,0.9971,pos
701,-0.34,neg,-0.4983,neg
702,-0.765,neg,-0.9865,neg
703,0.3612,pos,-0.9563,neg
704,-0.4404,neg,-0.997,neg
705,-0.34,neg,0.9903,pos
706,-0.872,neg,-0.8962,neg
707,-0.5719,neg,-0.969,neg
708,-0.2732,neg,0.0772,pos
709,0.0,neg,-0.861,neg
710,-0.2263,neg,-0.9989,neg
711,-0.8519,neg,0.7096,pos
712,0.4404,pos,-0.8074,neg
713,0.6369,pos,0.9824,pos
714,0.0,neg,-0.9846,neg
715,0.0,neg,0.7964,pos
716,0.2263,pos,0.0157,pos
717,0.0,neg,-0.9883,neg
718,0.7177,pos,0.9943,pos
719,-0.8655,neg,-0.9281,neg
720,0.0,neg,0.9971,pos
721,-0.75,neg,-0.7184,neg
722,0.0,neg,0.4939,pos
723,0.0,neg,0.9732,pos
724,-0.296,neg,-0.9942,neg
725,-0.6369,neg,-0.9946,neg
726,-0.7777,neg,-0.9949,neg
727,-0.6597,neg,0.2586,pos
728,0.0772,pos,-0.9576,neg
729,0.0,neg,0.8458,pos
730,-0.3818,neg,-0.926,neg
731,0.4588,pos,0.7845,pos
732,0.6124,pos,-0.9847,neg
733,0.0,neg,0.0,neg
734,0.1007,pos,-0.9959,neg
735,-0.1531,neg,-0.5423,neg
736,-0.4404,neg,-0.9325,neg
737,0.4767,pos,-0.542,neg
738,0.1779,pos,0.8795,pos
739,-0.2263,neg,-0.8879,neg
740,0.0,neg,-0.9347,neg
741,0.0,neg,-0.9964,neg
742,0.0,neg,0.7003,pos
743,-0.7269,neg,-0.872,neg
744,0.2263,pos,0.7096,pos
745,-0.4939,neg,-0.7992,neg
746,-0.6124,neg,0.9423,pos
747,0.5423,pos,-0.8765,neg
748,0.2023,pos,-0.9747,neg
749,-0.4767,neg,0.9994,pos
750,-0.3818,neg,0.989,pos
751,-0.4404,neg,-0.9408,neg
752,0.0,neg,0.881,pos
753,-0.2023,neg,-0.2732,neg
754,0.2023,pos,0.8815,pos
755,-0.6786,neg,-0.9092,neg
756,0.5267,pos,0.9222,pos
757,-0.7906,neg,-0.9989,neg
758,0.0,neg,-0.9077,neg
759,0.0,neg,0.5907,pos
760,0.0,neg,-0.296,neg
761,0.0,neg,0.7265,pos
762,-0.1761,neg,0.994,pos
763,-0.5267,neg,-0.9998,neg
764,0.7783,pos,-0.8883,neg
765,0.0,neg,0.6249,pos
766,0.4019,pos,0.296,pos
